date,volume
1612134000,232072002.00485277
1612137600,233090468.53029424
1612141200,221134708.72455242
1612144800,194582243.54460755
1612148400,183435217.72305202
1612152000,181562727.31278622
1612155600,179599231.97459915
1612159200,183005996.41578776
1612162800,177743062.2887814
1612166400,178098465.58652315
1612170000,174382809.81531778
1612173600,173732710.35944423
1612177200,171697185.53354546
1612180800,172106589.57862747
1612184400,170924097.55399945
1612188000,174840561.10330686
1612191600,170116530.4808323
1612195200,163997234.69778672
1612198800,171664173.0453457
1612202400,168675161.9811666
1612206000,169718819.68600506
1612209600,180329374.09168145
1612213200,181966998.2759901
1612216800,184376398.03939158
1612220400,183980853.40890542
1612224000,180249884.13368508
1612227600,180060826.19156384
1612231200,179275815.13824648
1612234800,177768548.00855207
1612238400,175637568.67840102
1612242000,187165835.92625117
1612245600,193208896.63744724
1612249200,192667862.21072543
1612252800,196172611.56949645
1612256400,208133482.01428458
1612260000,214362191.11539063
1612263600,223902245.19480437
1612267200,225910869.7070359
1612270800,225749767.5277888
1612274400,224948542.71591017
1612278000,221151831.42954198
1612281600,229452348.1928066
1612285200,229712982.76354375
1612288800,223292759.83287257
1612292400,221063834.720433
1612296000,214733937.54758707
1612299600,205227663.34095004
1612303200,202754461.014268
1612306800,200657262.23656523
1612310400,202899868.7281651
1612314000,199020118.4592208
1612317600,200941132.75729004
1612321200,201788683.80225572
1612324800,203191646.5920083
1612328400,204013784.0487693
1612332000,205131934.185883
1612335600,203107635.12043434
1612339200,198770854.55839083
1612342800,188756446.5374861
1612346400,179285172.28990868
1612350000,172824363.53817675
1612353600,163034122.7620059
1612357200,162103820.21996364
1612360800,157416958.0784947
1612364400,161595712.22125596
1612368000,166289326.73455888
1612371600,166999091.30945513
1612375200,169509126.99724197
1612378800,171044702.46461627
1612382400,167209696.40333933
1612386000,173922561.80245084
1612389600,172009971.267369
1612393200,168804309.64799583
1612396800,170824538.6191198
1612400400,168226266.06093732
1612404000,171872990.18825105
1612407600,170717802.18245405
1612411200,169570832.13784614
1612414800,166526287.91636804
1612418400,162519617.87583646
1612422000,159004525.0331244
1612425600,158388519.07702044
1612429200,163163039.90608072
1612432800,179793287.11036587
1612436400,180916341.61274582
1612440000,182482518.43474945
1612443600,185268500.33030027
1612447200,187758768.63230354
1612450800,182934771.88523063
1612454400,175509281.17198247
1612458000,172029026.34949246
1612461600,170540468.08068344
1612465200,171647945.79358435
1612468800,170659012.82458386
1612472400,162918474.17524904
1612476000,162620593.09790272
1612479600,161560622.55526674
1612483200,160077930.12058672
1612486800,162001688.91362637
1612490400,159901985.36667642
1612494000,161237287.19864535
1612497600,160236854.2835874
1612501200,163989018.78564638
1612504800,166975396.54156122
1612508400,178433573.6325306
1612512000,179153953.02184197
1612515600,172016059.81909633
1612519200,166887281.79346764
1612522800,185523276.7903219
1612526400,189681463.8600081
1612530000,190792985.46492946
1612533600,193707712.9472795
1612537200,193807425.25820315
1612540800,190686768.80054706
1612544400,191883751.49160144
1612548000,198941883.06664467
1612551600,199123309.7132933
1612555200,202053179.37336
1612558800,204787281.06160945
1612562400,205169440.97089025
1612566000,207017276.7720721
1612569600,209068883.0001336
1612573200,206994483.79468974
1612576800,207246303.99926886
1612580400,214924654.1744136
1612584000,214649176.6178031
1612587600,215872757.70133603
1612591200,213451249.60587728
1612594800,209909134.26790345
1612598400,203492240.11988688
1612602000,200535281.59975505
1612605600,194134304.38202986
1612609200,184174338.55493158
1612612800,173588242.90972272
1612616400,171633350.33110988
1612620000,168567322.43383095
1612623600,166575004.63471153
1612627200,162793575.7897874
1612630800,154639752.80778408
1612634400,152393440.00740382
1612638000,151082347.05572703
1612641600,147325578.54360223
1612645200,145767611.38648558
1612648800,145756325.14783993
1612652400,144916373.16449925
1612656000,144528184.06974226
1612659600,147020614.23970172
1612663200,135355663.6967842
1612666800,131767170.15328091
1612670400,129200069.52547318
1612674000,127397075.33983701
1612677600,124653739.88931477
1612681200,125734968.47463492
1612684800,126501847.80846873
1612688400,124579790.99878274
1612692000,125374993.23514175
1612695600,125993995.01693954
1612699200,122450931.64476104
1612702800,121938680.74770421
1612706400,121100374.21578304
1612710000,121053648.29295278
1612713600,125425466.60494497
1612717200,131603044.60497889
1612720800,130413118.04944402
1612724400,132794755.33039497
1612728000,131935248.53347275
1612731600,133110500.23088844
1612735200,131473778.46003136
1612738800,132605613.76974869
