date,price
1612134000,0.48927455058007946
1612137600,0.4949594250188978
1612141200,0.4794907617348178
1612144800,0.4931714617633021
1612148400,0.49501842749893094
1612152000,0.4905850529953807
1612155600,0.48804956704119323
1612159200,0.4931842080875191
1612162800,0.4856351451861411
1612166400,0.5085260111147388
1612170000,0.5071346688545245
1612173600,0.5030817718512068
1612177200,0.5044183554231264
1612180800,0.4913719210689088
1612184400,0.49117822999212957
1612188000,0.48493076353064174
1612191600,0.48634316626794094
1612195200,0.49783123935760365
1612198800,0.5132388004693613
1612202400,0.5194664775964745
1612206000,0.5174143806894815
1612209600,0.5093013573783828
1612213200,0.5084200601755898
1612216800,0.515350580698601
1612220400,0.5361136623700804
1612224000,0.5344281132680181
1612227600,0.5227199490772982
1612231200,0.5267845666268973
1612234800,0.5158575556344598
1612238400,0.5211086497426645
1612242000,0.530123515655831
1612245600,0.5339486575625184
1612249200,0.5403258986329076
1612252800,0.5406639082294831
1612256400,0.5374984593730466
1612260000,0.5331962596115355
1612263600,0.5302456265594694
1612267200,0.5242219030528292
1612270800,0.5282655768284225
1612274400,0.5225078798016516
1612278000,0.5178317557798476
1612281600,0.5140902175683439
1612285200,0.5218827195805372
1612288800,0.5189011840174842
1612292400,0.5226255622911763
1612296000,0.5202835990143313
1612299600,0.528444557243199
1612303200,0.5335840668801344
1612306800,0.5419241908677638
1612310400,0.53866156248932
1612314000,0.528150187733669
1612317600,0.52920058495253
1612321200,0.5327451430421758
1612324800,0.5323373839123853
1612328400,0.5396159899151822
1612332000,0.5408862768431613
1612335600,0.5383910228682859
1612339200,0.5282699615109271
1612342800,0.5212035416683242
1612346400,0.5302503193052999
1612350000,0.5286862081438389
1612353600,0.5282229669928862
1612357200,0.5474266552976901
1612360800,0.5521754580998326
1612364400,0.545537991735375
1612368000,0.5546677363596024
1612371600,0.5527624838862143
1612375200,0.5666036188027932
1612378800,0.5645969566277204
1612382400,0.5558634401942862
1612386000,0.562891458838122
1612389600,0.5594406631678907
1612393200,0.5592790533271695
1612396800,0.5687694247816402
1612400400,0.5744111166095758
1612404000,0.5659056207621012
1612407600,0.5758393692407133
1612411200,0.5694398573610359
1612414800,0.5692872512048976
1612418400,0.5641237309152197
1612422000,0.5730134445518362
1612425600,0.5688381706911096
1612429200,0.5403090236519859
1612432800,0.5514190833152243
1612436400,0.5510456958680289
1612440000,0.5473228184301684
1612443600,0.5547152988559122
1612447200,0.5542346551855639
1612450800,0.5262828699335406
1612454400,0.5332930007921796
1612458000,0.5491245378790399
1612461600,0.5529561451185908
1612465200,0.5485297674983681
1612468800,0.5570249300621073
1612472400,0.5527851107888244
1612476000,0.5522432182585627
1612479600,0.549704329573361
1612483200,0.5453818560882858
1612486800,0.5509436728448174
1612490400,0.5479724836202031
1612494000,0.5802103975255586
1612497600,0.5664395723357103
1612501200,0.5748509652891409
1612504800,0.5932382607718714
1612508400,0.6314273182867239
1612512000,0.6232198055710384
1612515600,0.6220942747441236
1612519200,0.6069683838978449
1612522800,0.5994471269856985
1612526400,0.6166355867122882
1612530000,0.6241927959796583
1612533600,0.6348296110135117
1612537200,0.6682010040349835
1612540800,0.6872035352294731
1612544400,0.6972391057045003
1612548000,0.7684635169004471
1612551600,0.7250328245806321
1612555200,0.7422389937132917
1612558800,0.7133656292173965
1612562400,0.6988063879014137
1612566000,0.6851933275770067
1612569600,0.7314990915211348
1612573200,0.7136728478642128
1612576800,0.6695734865566054
1612580400,0.6600504048676495
1612584000,0.6708832264691326
1612587600,0.6534380822321616
1612591200,0.6563910413893024
1612594800,0.6732978633799165
1612598400,0.6759932202059054
1612602000,0.6989847773604161
1612605600,0.6890844156318002
1612609200,0.6676547094354437
1612612800,0.6542144074130979
1612616400,0.6552496922207766
1612620000,0.6445160842060172
1612623600,0.6561565124440263
1612627200,0.6368211577380123
1612630800,0.6413626465785973
1612634400,0.6716456589675392
1612638000,0.6806543262368318
1612641600,0.6820719755012475
1612645200,0.6619519121708454
1612648800,0.6705145350487615
1612652400,0.6559345998400543
1612656000,0.653052961523914
1612659600,0.6631417157758166
1612663200,0.6417650487955624
1612666800,0.6348285360866578
1612670400,0.6266764715164714
1612674000,0.620616770428597
1612677600,0.6208667417883562
1612681200,0.6194129795917153
1612684800,0.6312888432266693
1612688400,0.6384354971909126
1612692000,0.6463730011365554
1612695600,0.6410448222905596
1612699200,0.6379011484247649
1612702800,0.6484234138838733
1612706400,0.6345825821741169
1612710000,0.608616582847439
1612713600,0.5876803696588359
1612717200,0.6040416375743213
1612720800,0.6041760780207499
1612724400,0.6166004299985415
1612728000,0.6055394243397243
1612731600,0.610131694393222
1612735200,0.6168920406905128
