date,market_cap
1612134000,14391187.102578219
1612137600,14651572.39797763
1612141200,13905414.00989094
1612144800,14247096.154278453
1612148400,14400286.516550409
1612152000,14393749.807513911
1612155600,14414101.230198968
1612159200,14359603.775027785
1612162800,14261749.63742727
1612166400,14434763.080511712
1612170000,14158114.848030135
1612173600,13981025.488789797
1612177200,13934087.80099778
1612180800,13952664.05582693
1612184400,13840549.689693112
1612188000,13900684.090901459
1612191600,14016584.872253487
1612195200,14044724.8846424
1612198800,13968797.290285217
1612202400,14047711.914049247
1612206000,14243135.741600769
1612209600,14325260.947374506
1612213200,14276380.781479284
1612216800,14180405.1576789
1612220400,14347178.893334677
1612224000,14355868.083145235
1612227600,14168778.398945749
1612231200,14087947.65945542
1612234800,14041038.062077627
1612238400,14131164.032048024
1612242000,17670334.95765103
1612245600,17624599.893507555
1612249200,17588690.77060378
1612252800,17487081.19853797
1612256400,17533832.725657836
1612260000,17266919.952847645
1612263600,17231796.279431403
1612267200,17209196.130831942
1612270800,17326973.56402504
1612274400,17363699.515975524
1612278000,17353667.659709465
1612281600,17402925.092034232
1612285200,17535206.36384819
1612288800,17439840.583251305
1612292400,17530201.337140884
1612296000,17959977.22215936
1612299600,17794644.19012975
1612303200,17818017.74864825
1612306800,17964701.786145102
1612310400,18072995.439466424
1612314000,17841556.695290487
1612317600,17841577.081880085
1612321200,17889711.394365065
1612324800,17864179.96437551
1612328400,17963039.1454618
1612332000,17960900.776765153
1612335600,18012138.217449076
1612339200,18352149.21522287
1612342800,18367913.69124526
1612346400,18431385.9469767
1612350000,18745487.27212365
1612353600,18614768.047253393
1612357200,18761769.968011025
1612360800,19333752.630422827
1612364400,19284382.335657492
1612368000,19374125.760476127
1612371600,19235636.00444032
1612375200,20120448.295107763
1612378800,20065151.838036217
1612382400,20040894.070662923
1612386000,20152548.873993494
1612389600,20117781.153418947
1612393200,19935403.16704386
1612396800,20161036.284498416
1612400400,20301052.49321612
1612404000,20671657.86194218
1612407600,20781067.128553793
1612411200,20624533.062096294
1612414800,20999214.718752395
1612418400,21332681.593795445
1612422000,20455520.75030883
1612425600,20477967.392429043
1612429200,19917832.053865116
1612432800,19698449.45707841
1612436400,19690484.850217734
1612440000,19533214.857586496
1612443600,19813724.29931467
1612447200,19902877.631960846
1612450800,20052453.84514384
1612454400,19622876.286813293
1612458000,20080363.349429786
1612461600,19967346.787255403
1612465200,20353083.070787366
1612468800,20362051.526514787
1612472400,20192036.35767615
1612476000,20422888.474403404
1612479600,20188028.43750883
1612483200,20270704.09201819
1612486800,20226169.823833
1612490400,20042200.519482423
1612494000,20337682.922665335
1612497600,20654713.565494865
1612501200,20702222.19038558
1612504800,20554493.845015734
1612508400,20610357.44925297
1612512000,21220955.029480804
1612515600,21466493.188977197
1612519200,21370736.782439355
1612522800,21831334.744771536
1612526400,21880991.65596338
1612530000,22168333.01277816
1612533600,21916342.12494907
1612537200,21992929.124843143
1612540800,22841412.21253509
1612544400,22816690.838656485
1612548000,22425158.68017856
1612551600,22618950.484937374
1612555200,22410157.34331907
1612558800,22310486.326693416
1612562400,22320588.491818167
1612566000,22325501.930858664
1612569600,22871611.235261925
1612573200,22714610.007016916
1612576800,21621037.95939285
1612580400,21836927.15475159
1612584000,21475467.988167085
1612587600,21329388.588970974
1612591200,21066424.573262077
1612594800,21324024.675621014
1612598400,21435691.055087082
1612602000,21678698.494131625
1612605600,21449612.38907591
1612609200,21000255.371787123
1612612800,20297537.60813747
1612616400,19885287.377048433
1612620000,20670979.22446734
1612623600,20532556.312757023
1612627200,20786264.746979136
1612630800,20705719.593791157
1612634400,21010843.17901242
1612638000,21589162.43321543
1612641600,22209133.829365592
1612645200,22400873.47641887
1612648800,22247744.24561358
1612652400,21993089.58766447
1612656000,21941633.699778657
1612659600,21952215.742653653
1612663200,21569967.24490956
1612666800,20831955.444050822
1612670400,21057256.61182868
1612674000,20821986.22496136
1612677600,20756601.956619736
1612681200,21409918.358339526
1612684800,21753331.203829587
1612688400,21794367.485058274
1612692000,22119475.889430515
1612695600,22488622.910649046
1612699200,22380309.960676666
1612702800,22292996.234830905
1612706400,22007173.762099586
1612710000,21112970.365213357
1612713600,20646068.825329527
1612717200,20478955.943103023
1612720800,21030122.96523908
1612724400,20787444.553176183
1612728000,20768591.378727224
1612731600,20662662.385408495
1612735200,20942235.453751616
1612738800,20797094.856816977
1612742400,21091266.3466006
1612746000,20957134.243259333
1612749600,21035899.548569493
1612753200,20884385.758344863
1612756800,20966750.951988135
1612760400,21371581.540053464
1612764000,21563890.71110726
1612767600,21807492.424278066
1612771200,21781558.9179729
1612774800,22334964.045915466
1612778400,21959679.837585613
1612782000,22108280.00887528
1612785600,22523226.47827648
1612789200,22203853.03003424
1612792800,22573412.347297534
1612796400,22413465.99885661
1612800000,22007245.09792969
1612803600,22153238.658671826
1612807200,22751571.918640953
1612810800,23072987.52518658
1612814400,23042692.055673137
1612818000,22822856.538509294
1612821600,22848743.364954345
1612825200,22911350.208720148
1612828800,22737703.52064347
1612832400,22867237.79206487
1612836000,22796294.903799426
1612839600,22914676.775060795
1612843200,22649353.660004172
1612846800,22610945.499726605
1612850400,22525087.53173034
1612854000,23009815.28552085
1612857600,23025269.455655925
1612861200,23317994.943304982
1612864800,23032072.158453804
1612868400,24142476.770107076
1612872000,24928798.049124766
1612875600,23662348.73965991
1612879200,24133012.89678148
1612882800,24370145.725325823
1612886400,24430476.80193674
1612890000,24706422.550289273
1612893600,24360621.966988146
1612897200,24501959.83369779
1612900800,24664651.452647977
1612904400,25023954.447901577
1612908000,25511211.665603366
1612911600,25429515.245598316
1612915200,26451678.515464712
1612918800,26885001.826541245
1612922400,26569952.744925942
1612926000,26225261.174292345
1612929600,26494548.027492505
1612933200,27038423.451971907
1612936800,26869979.56883194
1612940400,26971455.622245107
1612944000,27053307.486264918
1612947600,27095438.855524044
1612951200,27692405.016869675
1612954800,27568652.171146736
1612958400,27734795.402697545
1612962000,25648491.56418849
1612965600,25254934.44373063
1612969200,26807062.62166417
1612972800,24998018.91882654
1612976400,30234986.879680306
1612980000,30727306.455813996
1612983600,41665042.926433496
1612987200,54953699.38997806
1612990800,90382571.4011798
1612994400,80716293.44520956
1612998000,68614329.01113483
1613001600,64283724.77995159
1613005200,62216807.724070586
1613008800,62508230.7310628
1613012400,66321181.80612244
1613016000,66359039.43447806
1613019600,66333369.58385217
1613023200,65060443.69235106
1613026800,75152370.26979344
1613030400,77706720.99255744
1613034000,74644932.01138291
1613037600,74452582.74354677
1613041200,73264990.18639745
1613044800,69967760.5763874
1613048400,75602110.20345569
1613052000,76205029.05751733
1613055600,85208235.7733309
1613059200,111513121.05878936
1613062800,97364431.32021755
1613066400,100278281.83753596
1613070000,105303273.62869936
1613073600,99381248.7390665
1613077200,91027453.64634825
1613080800,91379025.34223597
1613084400,85310406.27367502
1613088000,89306486.77056669
1613091600,85504269.9118954
1613095200,92321359.84207587
1613098800,93752373.64271891
1613102400,85822368.82290976
1613106000,80229126.67301692
1613109600,80742616.67515303
1613113200,79595647.22215633
1613116800,76535483.08509284
1613120400,74243455.98567818
1613124000,74429554.82413328
1613127600,74924261.97149187
1613131200,75286082.2550888
1613134800,77368515.07999057
1613138400,76565876.76492451
1613142000,74374780.06001203
1613145600,80782981.17737512
1613149200,80340140.37452213
1613152800,78384188.46731761
1613156400,79586637.67397529
1613160000,80660582.39073192
1613163600,82549181.29893437
1613167200,82714404.23247612
1613170800,82171658.9434118
1613174400,79288240.48543769
1613178000,78441257.26821116
1613181600,78311875.57206951
1613185200,80510799.09349155
1613188800,80340530.64016789
1613192400,80210492.78438261
1613196000,78590734.85776159
1613199600,79088785.37720017
1613203200,77237825.44032036
1613206800,77402725.26971246
1613210400,76266950.0872809
1613214000,72254830.84554644
1613217600,69152961.58164492
1613221200,72223408.54163663
1613224800,72020616.39602003
1613228400,70868523.67354399
1613232000,70687801.08401829
1613235600,70204958.30111273
1613239200,70323734.346637
1613242800,69610584.46397866
1613246400,69144803.7455491
1613250000,69149268.52377932
1613253600,69584842.32149765
1613257200,69491026.08500446
1613260800,69497230.38663559
1613264400,67278723.53586449
1613268000,66837868.66109403
1613271600,65507737.72706845
1613275200,65874963.4718459
1613278800,65024690.37548697
1613282400,63648282.09551061
1613286000,64238710.834492154
1613289600,65103646.15152505
1613293200,69220979.37487641
1613296800,66732695.65600086
1613300400,64540989.58575117
1613304000,62917782.21509895
1613307600,62101898.1583996
1613311200,60463296.99900403
1613314800,57496819.06070849
1613318400,59134611.43109822
1613322000,60338742.62159138
1613325600,59561128.89186914
1613329200,59561920.44094666
1613332800,62054598.84817342
1613336400,60500910.60668221
1613340000,62400246.74053798
1613343600,60592228.23017796
1613347200,58650514.20999664
