date,volume
1612134000,136456.72285524497
1612137600,146316.92659664177
1612141200,158025.89963418458
1612144800,150953.68113415496
1612148400,156977.25477956826
1612152000,156872.33256641802
1612155600,135699.6704334207
1612159200,134043.47712074828
1612162800,148188.98224074565
1612166400,158081.4207272458
1612170000,176997.15287474034
1612173600,174491.78318402878
1612177200,170794.5779347575
1612180800,167876.09951403338
1612184400,169926.31781553145
1612188000,181282.56666695906
1612191600,183376.19482318894
1612195200,195264.9776970923
1612198800,199253.8100769332
1612202400,216563.41713958702
1612206000,257560.10112835193
1612209600,259744.92790380455
1612213200,260577.53729988448
1612216800,264134.735324472
1612220400,262471.93392420263
1612224000,274855.8524068345
1612227600,260959.29663967594
1612231200,267857.1379084915
1612234800,228592.7832751047
1612238400,258383.69409540592
1612242000,145578.55942183168
1612245600,148277.0186017378
1612249200,183390.04538870137
1612252800,248806.2823306538
1612256400,175913.20195047604
1612260000,251745.84555828493
1612263600,140598.41204901398
1612267200,257892.34024730764
1612270800,276585.05370408297
1612274400,266930.20549475646
1612278000,207525.50253283887
1612281600,264868.2738884654
1612285200,276095.32031974645
1612288800,266893.6937211747
1612292400,240365.934583059
1612296000,248767.90890016416
1612299600,176512.71820222714
1612303200,182429.48752951963
1612306800,271922.2625236173
1612310400,274144.9573152246
1612314000,266147.58657445805
1612317600,264462.81781419285
1612321200,265360.80454545945
1612324800,177027.02615623915
1612328400,203553.6417167274
1612332000,196238.37555111616
1612335600,267850.57387258584
1612339200,243626.13761469946
1612342800,231353.2534930682
1612346400,230023.54209742518
1612350000,221220.02583205095
1612353600,219669.21688618654
1612357200,214958.84980301137
1612360800,129771.88064996227
1612364400,202694.24291193747
1612368000,195185.9835799943
1612371600,192209.25947250065
1612375200,175295.28706367235
1612378800,161295.64431937013
1612382400,126990.60557040099
1612386000,154739.20321185395
1612389600,156549.78198115778
1612393200,148045.59950343662
1612396800,108519.16067500206
1612400400,157535.19792268262
1612404000,161469.02627260322
1612407600,161952.1183063653
1612411200,165413.49321015677
1612414800,166194.6667210061
1612418400,178841.6076252703
1612422000,198194.45195705787
1612425600,206800.44780195906
1612429200,162127.52892152258
1612432800,225404.30588940595
1612436400,231936.43849717407
1612440000,131275.57579521398
1612443600,246144.25515864138
1612447200,253218.42995959191
1612450800,247813.37891088324
1612454400,268565.68803144194
1612458000,270957.4972699742
1612461600,286526.9689384953
1612465200,288948.76461747097
1612468800,296219.8662065906
1612472400,293349.09455695713
1612476000,279155.75270776387
1612479600,294108.99760737753
1612483200,235897.99066715842
1612486800,296245.6405618747
1612490400,295382.90771601733
1612494000,312780.9068445308
1612497600,316674.5630958723
1612501200,255258.26427786643
1612504800,319500.27221854817
1612508400,306026.6336755039
1612512000,299185.6013691183
1612515600,288249.475781114
1612519200,221558.265277981
1612522800,277405.4434766807
1612526400,218014.95867064886
1612530000,279987.4257608649
1612533600,284996.3439931976
1612537200,283412.56756722357
1612540800,284060.02570649487
1612544400,275503.3908117783
1612548000,277230.8032916214
1612551600,275852.4919255841
1612555200,278682.14323123347
1612558800,280116.7864385372
1612562400,276857.7353056678
1612566000,272993.92511987453
1612569600,274241.3835545012
1612573200,270627.1778186912
1612576800,212641.9784785485
1612580400,267582.10693366954
1612584000,259594.58072034255
1612587600,256141.40107821414
1612591200,254437.34244741668
1612594800,255737.51994532696
1612598400,254341.2870146016
1612602000,264372.7236134528
1612605600,265898.14420901367
1612609200,259254.64878109226
1612612800,257330.72411970596
1612616400,268018.0846886632
1612620000,268437.83162010467
