date,price
1612136359334,0.03765682478921658
1612140334116,0.036534630609291234
1612142708672,0.03711184216924298
1612146728599,0.03806481579834814
1612150349948,0.03788873452719516
1612153986029,0.03768984897686176
1612157607323,0.03750776033592996
1612161081145,0.03806092883810538
1612164680593,0.03763841321369765
1612168292371,0.037493936943547225
1612172004919,0.038272787639016245
1612175424531,0.03805703503392064
1612179434234,0.03793062080291282
1612182786496,0.037776265918092536
1612185625417,0.03781200643645237
1612189364037,0.03621014684586172
1612193037929,0.036596024482089616
1612196541266,0.03692260336682458
1612200138165,0.03718536481622169
1612203795397,0.03738884217866881
1612207408489,0.04023841584824078
1612211046616,0.03972872311039919
1612213588851,0.039083463417219244
1612217361272,0.04009483312613916
1612220706171,0.039526927629128995
1612224676744,0.040397869863711175
1612227901130,0.03967516323079564
1612231588134,0.039569764204570486
1612235055145,0.040023921778415655
1612238977006,0.04005080200259491
1612242480400,0.04012362328249172
1612246051994,0.040635881638356935
1612249397640,0.04053732354681988
1612253493682,0.04018432769324753
1612256964942,0.03998774528443825
1612260569398,0.03947407967976249
1612264513229,0.0396398786167077
1612268100159,0.03939287428374434
1612272581960,0.03982043610365648
1612274595952,0.0400893118787826
1612278252461,0.03975868943513652
1612281813106,0.04009618348704565
1612285483395,0.04029800793509679
1612289219907,0.039906188990416536
1612292675090,0.039958506564000934
1612296274002,0.04006162508701578
1612299613673,0.040150025705678966
1612303619567,0.04004723183619377
1612307409530,0.04017889877165126
1612310559704,0.041027954686022716
1612315608441,0.040655639512161675
1612317738870,0.04077608308178564
1612321984577,0.04087830582784864
1612325359056,0.04144525606226822
1612328993931,0.041064005484149756
1612332331539,0.04079793693674367
1612335737898,0.040535109246794855
1612339677001,0.040416407873791596
1612343662185,0.039897847383006106
1612347313150,0.0397983994003982
1612350633846,0.0403716808618138
1612353699024,0.04024285235439381
1612357453182,0.040779663776083414
1612361268816,0.041062732905648665
1612364731239,0.041667582763273245
1612369001423,0.041174888944271085
1612372389978,0.04136389770279496
1612375303492,0.043460504948246464
1612379793997,0.04385039936923504
1612382796814,0.04311472253215581
1612386161706,0.04341576604646861
1612390082246,0.0425900924349862
1612393586688,0.04289667448341202
1612397391796,0.04399610589009043
1612401881779,0.04273506948810006
1612404513319,0.04304591457611982
