date,market_cap
1612134000,26280306.265398566
1612137600,25621805.05441931
1612141200,24938692.117555704
1612144800,25778979.95136537
1612148400,25692867.04809346
1612152000,25222088.288094874
1612155600,24928681.197024807
1612159200,25751632.554934207
1612162800,25814812.95210753
1612166400,25765049.10515021
1612170000,24406887.28348049
1612173600,25221029.39876304
1612177200,25138682.67222348
1612180800,24199133.792190257
1612184400,24974791.56748708
1612188000,25550706.346331686
1612191600,23841515.444406535
1612195200,23781322.778688617
1612198800,24661965.141894482
1612202400,24945003.39686135
1612206000,24908195.375632703
1612209600,25039288.421592474
1612213200,24953571.022591732
1612216800,24970955.784140665
1612220400,24965073.713379707
1612224000,26307997.335619662
1612227600,26045077.664141048
1612231200,25730326.591102447
1612234800,26109932.784571476
1612238400,25372205.897126235
1612242000,27007032.3768188
1612245600,27246573.89682705
1612249200,27634233.777754277
1612252800,26371585.162888814
1612256400,26536670.27380275
1612260000,27077558.86881887
1612263600,27994563.095029164
1612267200,28174324.88924211
1612270800,29365718.03376687
1612274400,29669058.421382558
1612278000,29946470.002620887
1612281600,35116043.59354488
1612285200,41272569.99174223
1612288800,40579483.10293931
1612292400,37891982.74896081
1612296000,38173326.988490276
1612299600,42202890.45744477
1612303200,41522264.43035049
1612306800,41905077.88862273
1612310400,41981115.70692179
1612314000,50804828.88060612
1612317600,54708349.121235006
1612321200,58755301.038683705
1612324800,58177989.41736243
1612328400,52187323.39712314
1612332000,52692457.34128114
1612335600,52561444.65557309
1612339200,52840419.27684242
1612342800,57206557.480707124
1612346400,62389851.76133833
1612350000,68280729.78869916
1612353600,75440871.661821
1612357200,111502790.0011822
1612360800,105931965.74223806
1612364400,94985149.71971332
1612368000,82024625.60869749
1612371600,86193136.9011174
1612375200,79900594.36726111
1612378800,81058362.31909028
1612382400,73790563.60378385
1612386000,70227573.59551962
1612389600,79390010.71569282
1612393200,84282867.98017424
1612396800,81111084.24211161
1612400400,97893027.26584554
1612404000,98839776.3885176
1612407600,94879210.37192976
1612411200,93298681.8104095
1612414800,87793244.3729994
1612418400,92309254.65469058
1612422000,91668395.25989433
1612425600,84459784.74288298
1612429200,80055118.6404308
1612432800,85882679.87924309
1612436400,86258221.57708299
1612440000,83030530.009966
1612443600,83080473.98208916
1612447200,78011837.36725704
1612450800,77997557.56312174
1612454400,75801194.23249704
1612458000,77394912.06964804
1612461600,78718496.31447019
1612465200,76832034.31480716
1612468800,79913481.96172266
1612472400,80140838.64856549
1612476000,82800077.57896867
1612479600,79976455.87194532
1612483200,81554052.77995047
1612486800,81681022.1841626
1612490400,77567560.46887003
1612494000,76207196.06797819
1612497600,77382499.26034346
1612501200,79305104.43012023
1612504800,77666634.95960319
1612508400,77430367.44350661
1612512000,78420643.64575225
1612515600,77236910.71681035
1612519200,76439569.99476717
1612522800,76574864.90546715
1612526400,76986017.32279517
1612530000,77154363.49422972
1612533600,77641412.30941215
1612537200,85117282.35975662
1612540800,81520146.22194767
1612544400,82129221.97985098
1612548000,80847321.89324687
1612551600,78325573.06543408
1612555200,77761289.99593261
1612558800,79202123.58762832
1612562400,78530867.51591417
1612566000,78467190.60234138
1612569600,78916060.46160188
1612573200,81126690.64664894
1612576800,77931424.80292355
1612580400,77998742.67125717
1612584000,77193790.27557911
1612587600,77973314.18833207
1612591200,78225026.62279466
1612594800,77331036.35235664
1612598400,78091892.64032823
1612602000,78426176.91550224
1612605600,80291335.24084643
1612609200,79520316.92633483
1612612800,79883696.24004753
1612616400,79169519.9227857
1612620000,77524240.08402471
1612623600,77389044.12534416
1612627200,79522191.33136907
1612630800,78134580.37932304
1612634400,77977467.50169696
1612638000,77614736.73383202
1612641600,77703982.41153888
1612645200,77365804.0360092
1612648800,77979989.33170202
1612652400,76724159.63719934
1612656000,77883268.67517361
1612659600,75890314.01454434
1612663200,71357719.45144342
1612666800,68847139.59553038
1612670400,70259859.6992706
1612674000,69840603.12689567
1612677600,71081963.80929153
1612681200,69833934.68929128
1612684800,69629348.0065365
1612688400,70864632.369658
1612692000,70180433.28723001
1612695600,70826272.38939966
1612699200,70966497.04774363
1612702800,70951675.07096615
1612706400,70113377.46257778
1612710000,70359331.7262342
1612713600,69504519.36358067
1612717200,68007495.25557312
1612720800,69517914.34095083
1612724400,68648241.77474134
1612728000,70603517.85407232
1612731600,70092474.5676648
1612735200,73836157.4159143
1612738800,70762472.90474658
1612742400,72519567.59693824
1612746000,70832706.43757384
1612749600,69309824.25315998
1612753200,69445101.60013114
1612756800,69933847.82307804
1612760400,70961032.39262794
1612764000,72108134.3855894
1612767600,75149704.841047
1612771200,73909341.63815391
1612774800,73456845.71522805
1612778400,73031033.79340795
1612782000,73404048.81221487
1612785600,72823233.97786559
1612789200,69527064.53737482
1612792800,70951228.31535421
1612796400,71909685.00813086
1612800000,71530668.70138574
1612803600,72727352.14123727
1612807200,71767369.49480237
1612810800,72470734.31580748
1612814400,71789265.60129625
1612818000,74300895.06282842
1612821600,74761371.11059572
1612825200,74171730.73123834
1612828800,72146781.9467791
1612832400,71502186.64274673
1612836000,71013801.06897528
1612839600,71764465.6376918
1612843200,71100226.51376574
1612846800,72224670.70256619
1612850400,72052393.70165038
1612854000,71410804.77410352
1612857600,73099019.69735974
1612861200,73463833.11456542
1612864800,73476844.62325938
1612868400,74266703.26022588
1612872000,74206659.79722214
1612875600,72746200.91320379
1612879200,73597456.81601053
1612882800,73834410.94970939
1612886400,73516794.83277294
1612890000,72858960.32528222
1612893600,73141558.29470141
1612897200,72821179.75247477
1612900800,73908142.11241563
1612904400,73231071.02695166
1612908000,74312723.86979625
1612911600,74787199.76727399
1612915200,80650083.75167432
1612918800,75602265.6419638
1612922400,74975216.01752198
1612926000,76199839.91924004
1612929600,80670073.5476653
1612933200,78453123.81191552
1612936800,79052845.08004177
1612940400,79137764.21483095
1612944000,78201554.43205088
1612947600,77258375.01373138
1612951200,77202460.41551422
1612954800,78316873.0288526
1612958400,77670808.47453088
1612962000,74985003.8862453
1612965600,76099369.08307809
1612969200,74696956.51407409
1612972800,71738796.58577102
1612976400,74401528.53476325
1612980000,75523516.31077881
1612983600,76870358.46264543
1612987200,75733487.28017132
1612990800,74385576.39756398
1612994400,76207749.77146795
1612998000,76029131.3300273
1613001600,75679705.20449586
1613005200,74375080.99050756
1613008800,75789187.8418198
1613012400,75663828.64997408
1613016000,75804570.41252843
1613019600,75413715.60790324
1613023200,75728601.26582152
1613026800,75900768.98826618
1613030400,75658790.08155885
1613034000,76103558.33516008
1613037600,77383381.12950277
1613041200,77560990.47016896
1613044800,77367295.86488594
1613048400,79177010.28555489
1613052000,77741103.31334741
1613055600,77765020.54576641
1613059200,77970287.4085389
1613062800,78897275.37698476
1613066400,80271226.9583776
1613070000,79391585.25369868
1613073600,79906624.80964509
1613077200,79578895.55214368
1613080800,80326454.02500734
1613084400,80613496.18029803
1613088000,90013820.53198391
1613091600,86728666.29580049
1613095200,85311646.90983719
1613098800,86301050.16391028
1613102400,83827699.48659162
1613106000,86344136.72200158
1613109600,86342545.23076375
1613113200,87845956.04607235
1613116800,86462322.86357562
1613120400,88119896.28835309
1613124000,87630455.86707723
1613127600,87117983.66308326
1613131200,87829127.86444747
1613134800,87148794.52578868
1613138400,85949559.4245369
1613142000,84954097.23142391
1613145600,85981989.54015802
1613149200,86623079.4768291
1613152800,86537038.42007212
1613156400,86908968.56350702
1613160000,88150901.9552615
1613163600,88632992.99126789
1613167200,88859200.13114138
1613170800,87942319.94435807
1613174400,89090874.39276661
1613178000,88824100.02319328
1613181600,88104525.50328612
1613185200,89076936.63028769
1613188800,90051442.07368591
1613192400,92744574.94845593
1613196000,90375435.42280787
1613199600,90374120.05829884
1613203200,88430678.74702781
1613206800,90352117.32962239
1613210400,87884900.28202865
1613214000,84828412.28996615
1613217600,85257498.03800055
1613221200,84888438.72284593
1613224800,90148777.90985419
1613228400,91665110.24845402
1613232000,92278935.11323527
1613235600,90374971.36784407
1613239200,90524577.48672543
1613242800,89927477.90402797
1613246400,89049897.34736459
1613250000,90916317.78170928
1613253600,92936142.45042372
1613257200,94798386.1733146
1613260800,92201012.01882753
1613264400,92027050.47473776
1613268000,90378718.41609615
1613271600,89205481.6569733
1613275200,90078211.6265995
1613278800,93074212.20743223
1613282400,91263612.27110879
1613286000,91132343.8846819
1613289600,91516263.68211176
1613293200,90159362.11046793
1613296800,91712809.83985783
1613300400,89629650.64248356
1613304000,90703163.4376214
1613307600,88866741.15078497
1613311200,88125758.34084187
1613314800,83922466.57775706
1613318400,85132139.93920341
1613322000,86739518.34555052
1613325600,86866816.13696575
1613329200,84836929.91478866
1613332800,84874094.40904862
1613336400,87718705.5881505
1613340000,88704850.19646387
1613343600,88507590.68552098
1613347200,86486992.8363499
1613350800,84763847.73725905
1613354400,75852871.07626179
1613358000,79657969.57831082
1613361600,75875505.87294093
1613365200,76351805.51990364
1613368800,79360367.7580033
1613372400,79384521.9645446
1613376000,80570536.45591013
1613379600,80253540.0936438
1613383200,78535318.74061471
1613386800,80239281.82599849
1613390400,79568799.96842957
1613394000,79943367.08517975
1613397600,81130051.42542042
1613401200,81667304.97885455
1613404800,83631135.08481678
1613408400,83715240.93271637
1613412000,83475115.61985824
1613415600,82249663.7829439
1613419200,84331874.4094656
1613422800,82775317.45460999
1613426400,81518676.60026877
1613430000,81762376.41903822
1613433600,79725143.80708103
1613437200,86470010.06013785
1613440800,84216440.4242135
1613444400,84614561.18844882
1613448000,84210813.61194275
1613451600,85318643.11528859
1613455200,86116732.68242769
1613458800,85456515.45721693
1613462400,84106454.30423874
1613466000,84848503.70506822
1613469600,84548031.63197856
1613473200,84218101.08948116
1613476800,86279001.66630714
1613480400,84626296.59787682
1613484000,85511618.79258202
1613487600,85868588.1565678
1613491200,84907200.06809694
1613494800,83691694.11102967
1613498400,82130605.2822227
1613502000,83453798.27166753
1613505600,83380461.75060092
1613509200,82861652.02943149
1613512800,82985568.00176896
1613516400,84215041.17992474
1613520000,84888119.62542142
1613523600,83609306.58341968
1613527200,83699100.95801304
1613530800,84136288.60826467
1613534400,81263783.8184193
1613538000,81053918.16426177
1613541600,79819286.59715821
1613545200,81398420.39393416
1613548800,83697701.19567126
1613552400,82313858.68514174
1613556000,84295455.36841427
1613559600,83295308.0511411
1613563200,83643193.69968572
1613566800,83249024.36530223
1613570400,83835500.08284529
1613574000,86891328.8006904
1613577600,85716789.90845555
1613581200,86454705.18112773
1613584800,87033204.70551784
1613588400,86446851.29652154
1613592000,87544720.90086882
1613595600,87317696.10545217
1613599200,87378538.02019136
1613602800,86415865.92909794
1613606400,86220121.36288995
1613610000,88986191.24852976
1613613600,89630728.32192883
1613617200,93642248.25015938
1613620800,92404957.63171522
1613624400,93769760.28265749
1613628000,90930422.58987157
1613631600,91597862.33943608
1613635200,89483457.10943782
1613638800,86483532.03430505
1613642400,89795018.38418274
1613646000,90078965.55107372
1613649600,88722036.81385794
1613653200,92359191.99872065
1613656800,91392730.7872331
1613660400,92248816.10969067
1613664000,91851420.59352031
1613667600,92848951.40617403
1613671200,92123356.18871143
1613674800,92032633.01602757
1613678400,92968605.98756185
1613682000,92403340.2698953
1613685600,93485760.13147476
1613689200,94121080.68382578
1613692800,95990304.2446307
1613696400,90859940.58010255
1613700000,89543510.83181384
1613703600,89159981.32369553
1613707200,89390018.15718375
1613710800,89417763.12035947
1613714400,89350989.97862282
1613718000,89561944.31798565
1613721600,92199286.72314994
1613725200,90418551.71965887
1613728800,91990881.92131898
1613732400,90737463.41350347
1613736000,90376696.9532668
1613739600,89732646.85665788
1613743200,90724701.10164157
1613746800,90649199.26747045
1613750400,92080873.13180405
1613754000,91248787.29567388
1613757600,91691298.96592914
1613761200,92157775.80715792
1613764800,91572254.86868952
1613768400,89308484.81511782
1613772000,91501145.73789221
1613775600,93525898.10994458
1613779200,91732090.47606805
1613786400,92883126.55478868
1613790000,95676434.4933292
1613793600,92299135.80785498
1613793600,94197559.44370973
1613797200,93216554.68842095
1613800800,93160652.67599635
1613804400,93906244.97843145
1613808000,93213576.17486732
1613811600,92797350.91915876
