date,volume
1612134000,62142870.310401894
1612137600,62170876.700907685
1612141200,63096189.52191486
1612144800,64541047.16773438
1612148400,64176422.21311588
1612152000,59207687.83199978
1612155600,80164448.08225328
1612159200,71481665.94780232
1612162800,77203143.73638731
1612166400,75413023.5445885
1612170000,79899132.26675563
1612173600,80774143.40126781
1612177200,73665602.56363395
1612180800,78505717.47246315
1612184400,59453098.52933699
1612188000,87070089.166864
1612191600,66522527.379898965
1612195200,82783493.91919571
1612198800,84679796.42224059
1612202400,86048678.003104
1612206000,83421995.64703056
1612209600,71281529.41249485
1612213200,70671094.28355134
1612216800,91823076.50899209
1612220400,67123237.40243022
1612224000,65945164.77233812
1612227600,65703404.328939036
1612231200,71205020.57293074
1612234800,75362308.41192286
1612238400,64131522.113394044
1612242000,88030177.62399518
1612245600,76527540.96920396
1612249200,81412904.33651128
1612252800,81678220.52191481
1612256400,78052413.48284976
1612260000,81708644.31859086
1612263600,81625431.61586116
1612267200,77790663.79420039
1612270800,87670597.46414141
1612274400,75467976.72391021
1612278000,68532854.47149087
1612281600,66811484.29584015
1612285200,65238733.552097775
1612288800,69286026.41045077
1612292400,69939959.92750645
1612296000,70431876.02268198
1612299600,68094524.00830081
1612303200,68617962.2599063
1612306800,73536230.45045154
1612310400,72158603.44320184
1612314000,73037597.7528985
1612317600,73744925.24351469
1612321200,75146514.20811778
1612324800,81243768.43150257
1612328400,76328213.74348828
1612332000,84578484.76097628
1612335600,74739308.91763648
1612339200,77197693.14836664
1612342800,76272660.86447874
1612346400,76888153.13843134
1612350000,72217807.87375058
1612353600,75425081.10739969
1612357200,64192134.75362863
1612360800,71791063.06927472
1612364400,72873702.25531721
1612368000,76525259.01568297
1612371600,72935760.46967524
1612375200,71353520.15112646
1612378800,69552315.18698119
1612382400,57398749.34155984
1612386000,64948031.01808719
1612389600,68351934.27405144
1612393200,68959620.35408716
1612396800,69665874.27594835
1612400400,76728991.94755222
1612404000,67125666.79386942
1612407600,61528253.832573526
1612411200,60050025.971345946
1612414800,59924450.1238826
1612418400,68188873.12072691
1612422000,68622665.52766562
1612425600,70665381.58257185
1612429200,73588541.34293064
1612432800,71984819.78220202
1612436400,71677237.74590422
1612440000,75653773.46165071
1612443600,75976012.629774
1612447200,73258973.90074614
1612450800,76536832.1943719
1612454400,73497908.33730344
1612458000,82804237.04767655
1612461600,84417164.03009653
1612465200,73095368.59703787
1612468800,69737364.3560258
1612472400,79519718.73742244
1612476000,68344676.54023676
1612479600,88550794.13980733
1612483200,80910304.5796264
1612486800,81893604.27020979
1612490400,67970005.88498557
1612494000,70957909.04525511
1612497600,66617074.56043635
1612501200,66691970.417906255
1612504800,66666611.65274959
1612508400,73616092.82686736
1612512000,89302988.29507557
1612515600,86663890.65248746
1612519200,89275789.52425614
1612522800,86525269.15305819
1612526400,91193298.54225855
1612530000,86628951.75976527
1612533600,87354683.18132272
1612537200,91788823.56510356
1612540800,93046802.99235642
1612544400,90934913.08214496
1612548000,99815023.32878147
1612551600,74846063.63507794
1612555200,93556303.52197903
1612558800,93970528.6871755
1612562400,96050795.44883934
1612566000,105817967.18814643
1612569600,97224465.88406694
1612573200,96736528.04472983
1612576800,100212226.78403936
1612580400,80716577.6004561
1612584000,81552153.26098514
1612587600,79431383.8432137
1612591200,80323251.1474443
1612594800,76660452.19240707
1612598400,91139849.78722905
1612602000,95640183.18950208
1612605600,69220684.70851114
1612609200,86571528.98381321
1612612800,70632532.6632328
1612616400,69841528.36363447
1612620000,68347639.75363071
1612623600,66501453.35909403
1612627200,65065759.25802079
1612630800,62744587.247836076
1612634400,61697979.41098007
1612638000,75380019.80687918
1612641600,60750540.21059113
1612645200,74430558.88638341
1612648800,74525078.80817883
1612652400,77647969.66376437
1612656000,84229871.88502981
1612659600,100876598.07605171
1612663200,99700608.6645889
1612666800,103360878.68781336
1612670400,105892672.84765345
1612674000,143122479.83241612
1612677600,110262746.73398165
1612681200,110317324.09957144
1612684800,119968368.17515549
1612688400,121289758.69062996
1612692000,125337629.48574981
1612695600,123785854.60715513
1612699200,122784329.24859971
1612702800,124630258.05411462
1612706400,127124973.09703977
1612710000,122257367.64112721
1612713600,130615765.84449358
1612717200,135901685.2813391
1612720800,110534570.99419215
1612724400,139336076.27331877
1612728000,138149982.6001849
1612731600,140209975.86916417
1612735200,141390893.04635784
1612738800,140175125.79006556
1612742400,139940794.1752073
1612746000,127510667.81299111
1612749600,145925000.91573486
1612753200,117417340.05351645
1612756800,108783967.46627906
1612760400,112787710.24204959
1612764000,109337035.10290653
1612767600,109634951.79795893
1612771200,110534349.09421653
1612774800,108190118.1287293
1612778400,102754733.99126509
1612782000,108404831.59099041
1612785600,106299792.62023562
1612789200,117435918.81322542
1612792800,105006093.89250162
1612796400,105896548.09158815
1612800000,104684984.32693315
1612803600,101318083.04000527
1612807200,98479456.60033014
1612810800,100223712.28782937
1612814400,99991138.79549003
1612818000,88270330.47001806
1612821600,100577671.17869698
1612825200,103527062.26218253
1612828800,105990157.89431559
1612832400,102970941.94114646
1612836000,101375259.17524697
1612839600,101148985.68688405
1612843200,103365017.27215528
1612846800,103870487.78955081
