date,volume
1612136491467,1734354.9183637775
1612140466452,1604028.8152041633
1612142691152,1321781.305044111
1612146163351,1587118.8249066488
1612149786576,1647829.567684347
1612153443583,1558206.7676509523
1612157039515,1415442.5007241159
1612160554576,1334732.538840315
1612164153712,1278470.7256407554
1612167775633,1324865.679242882
1612171407653,1180276.8560002362
1612174968606,1170447.6724393135
1612178574273,1139097.1670898765
1612182287132,1092927.2368384604
1612185582137,1145103.7155379467
1612189315497,1281908.0929738889
1612192988146,1254969.5248792325
1612196501953,1217748.8539637926
1612200073656,1196555.5539374216
1612203736333,1197709.085841194
1612207329643,1203874.165408089
1612210998876,1189793.5174563492
1612214563629,1060558.5683443919
1612218144957,970987.8634388938
1612221730587,1154742.4296087075
1612225437800,1263889.6794309916
1612228970752,1242564.7913070603
1612232604474,1107359.6809075892
1612236135330,929449.591313418
1612239711378,910535.0583887737
1612243413676,905201.9346148719
1612246974288,897647.5184058495
1612250519500,887109.6900316554
1612254187591,846253.8051923069
1612257538824,782869.865491003
1612261434497,755359.4890473946
1612265021362,777274.5985760165
1612268674424,768965.071120392
1612271411815,752515.3649800875
1612274969022,664260.1144307178
1612278586573,586245.8510228703
1612282223481,558131.4344364239
1612285757989,558556.3730749816
1612289396607,583811.6251515102
1612293017128,589537.4180484078
1612296602548,619107.9999511478
1612300207519,629150.416148913
1612303803372,580781.9780570165
1612307373253,517342.74939710955
1612311077834,416996.8928906212
1612314685147,403844.9584374062
1612318201858,640743.206004405
1612321771156,668274.9842496422
1612325378601,462903.23179664277
1612329031874,429878.5426402396
1612332572797,424904.43660214246
1612336345156,484608.63541268907
1612339970678,491620.06313987524
1612343498776,476878.23535798833
1612347183462,486859.54873175814
1612350774938,480158.4094041643
1612354434799,487880.6444395889
1612357971843,498328.29085771384
1612361595411,552473.4910117585
1612365276244,540105.5995695536
1612369017741,543033.988290523
1612372335576,471454.9473357762
1612375960973,526954.1474734993
1612379513450,505450.3413769048
1612382995617,595497.0205897671
1612386680249,592079.699566232
1612390286998,581492.5923504524
1612393824620,575709.7148924046
1612397519061,575620.9203702548
1612400502319,545430.5818514857
1612404329932,378301.7139860006
1612407945845,325072.4183143416
1612411758703,308504.9466090706
1612415124910,289055.0899424894
1612418804571,268166.5149554754
1612422878104,261267.8780496278
1612426486030,254865.44413041242
1612430319152,298189.7296131187
1612434383958,299646.1951331021
1612437227024,294834.8286403338
1612440867433,285856.0782728655
1612444352742,284901.7359994916
1612448030556,280370.763041938
1612451637753,288552.08557220054
1612455237717,288254.07803771377
1612458813508,280593.14997243806
1612461634852,265813.9669606934
1612465218464,265547.2509190329
1612469394780,261069.3704375807
1612472978606,232694.62231916288
1612476399022,242010.23102735874
1612479936706,250577.04772551561
1612483624255,276232.44762170844
1612487222728,274762.8585272062
1612490791581,410019.305271159
1612494391397,394019.9660437514
1612498004349,394087.4370290447
1612501613901,444270.7937690517
1612505137633,413932.4569016038
1612508808472,399191.481645851
1612512412393,398142.1421071033
1612516062625,369396.38262193813
1612519516405,341527.44330578245
1612523150570,419151.03093774617
1612526815198,468251.4188305183
1612531690805,565907.6811938032
1612535274036,572007.4751091687
1612538926962,558354.8159278341
1612542561682,529173.217423779
1612546161263,516965.33053470775
1612549777841,620532.8464837803
1612553303746,890423.3982293626
1612557227709,861636.4466924983
1612560504044,791690.275474867
1612564166468,785245.8316190591
1612567725470,1005016.0800640034
1612571384111,958003.1989071456
1612574962567,893831.0876055751
1612578567083,758629.1557588428
1612582107276,683275.0937634626
1612585782908,658301.4977695044
1612589478551,624201.1845379767
1612592950120,608045.2744287283
1612596577710,551362.0084860002
1612600097515,593315.6094760915
1612603686879,723240.874833399
1612607345973,675826.1400360841
1612611013638,573144.8635833482
1612614556098,539826.4698018144
1612618120511,478133.09070566506
1612621786590,495884.9611514404
1612625504040,518819.04721446964
1612629003325,570240.1047935322
1612632587895,589608.3836880915
1612636129636,569118.5526632025
1612639919463,458057.57684024377
1612643507511,427849.7045855009
1612646891945,501776.8563646238
1612650487968,541660.2252574071
1612654118909,597488.4932790198
1612657840075,763542.8985275455
1612661343046,757500.3206295074
1612664975327,729645.6635332544
1612668742449,680265.501058996
1612672243908,674804.9844976095
1612675964647,714076.5790142028
1612679375302,739212.450521602
1612683018228,764451.3216019473
1612686560649,840762.233250468
1612690307365,809168.6740939247
1612693676074,818981.9320488553
1612697359450,833731.4919149826
1612700979398,830646.000061149
1612704686304,742095.55251356
1612708100647,709703.2303904442
1612711866969,871697.4217028024
1612715327078,844510.9334803203
1612718975971,927984.2645695995
1612722587444,922393.1471273546
1612726212284,871803.201208573
1612729895113,1008266.686180215
1612733307656,1147274.491061077
1612736992086,1097908.4725091956
1612740687414,726500.8764752686
1612744332641,772731.3288691064
1612747908023,818703.6344892081
1612751342084,809754.4504620802
1612754898036,932883.3601052864
1612759021095,1547733.9485568665
1612762136249,1461421.606584783
1612764911021,1506654.841892226
1612768322294,1460075.130468758
1612771973665,1430912.6329203711
1612775587781,1320025.462151261
1612778828598,1307054.7400447482
1612782790872,1282965.1101593608
1612786067231,1283543.1077686185
1612791006614,1208440.1038741716
1612794705653,1221652.8030242831
1612798448803,1165850.4393407411
1612802040357,1251881.4114220508
1612805585283,1223387.8666592904
1612809255041,1140393.124184723
1612812798338,1098704.8222195199
1612816413514,1058535.0169266723
1612819993294,934126.36767359
1612823567485,928438.395494368
1612827089060,968070.6774720484
1612830905716,871136.9644851255
1612834639747,773827.8478894018
1612838679217,775143.4802022025
1612842250914,716964.3148895937
1612846352180,527768.6842349673
